"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7450","customerCanChangeHisUsernameTest()","","Sat Dec 20 21:38:55 UTC 2025","passed","Sat Dec 20 21:39:02 UTC 2025","","iteration2.api.UpdateCustomerProfileTest","iteration2.api.UpdateCustomerProfileTest","customerCanChangeHisUsernameTest"
"","6032","userCantUpdateUsernameWithInvalidDataTest(String, String) [1] newName=Kate, errorMessage=Name must contain two words with letters only","","Sat Dec 20 21:38:56 UTC 2025","passed","Sat Dec 20 21:39:02 UTC 2025","","iteration2.api.UpdateCustomerProfileTest","iteration2.api.UpdateCustomerProfileTest","userCantUpdateUsernameWithInvalidDataTest"
"","2657","userCantDepositWrongAmountTest(double, String) [2] wrongBalance=-1, errorMessage=Invalid account or amount","","Sat Dec 20 21:39:08 UTC 2025","passed","Sat Dec 20 21:39:11 UTC 2025","","iteration2.api.DepositTest","iteration2.api.DepositTest","userCantDepositWrongAmountTest"
"","855","adminCanNotCreateUserWithCorrectData(String, String, String, String, List) [2] username=ab, password=Password33$, role=USER, errorKey=username, errorValues=[Username must be between 3 and 15 characters]","","Sat Dec 20 21:39:06 UTC 2025","passed","Sat Dec 20 21:39:07 UTC 2025","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","adminCanNotCreateUserWithCorrectData"
"","68541","User can't transfer more then current deposit","","Sat Dec 20 21:39:03 UTC 2025","passed","Sat Dec 20 21:40:11 UTC 2025","","iteration2.ui.TransferTest","iteration2.ui.TransferTest","userCantTransferMoreThanCurrentDepositTest"
"","3139","User can login. User panel opened. Token saved at local storage","","Sat Dec 20 21:39:05 UTC 2025","passed","Sat Dec 20 21:39:08 UTC 2025","","iteration1.ui.LoginUserTest","iteration1.ui.LoginUserTest","userCanLoginWithCorrectDataTest"
"","5853","userCanTransferMoneyOnAnotherUserAccountTest()","","Sat Dec 20 21:39:05 UTC 2025","passed","Sat Dec 20 21:39:11 UTC 2025","","iteration2.api.TransferTest","iteration2.api.TransferTest","userCanTransferMoneyOnAnotherUserAccountTest"
"","6067","adminCanDeleteUserById()","","Sat Dec 20 21:38:55 UTC 2025","passed","Sat Dec 20 21:39:01 UTC 2025","","iteration2.api.UserManagementTest","iteration2.api.UserManagementTest","adminCanDeleteUserById"
"","65345","User can transfer money between his own accounts","","Sat Dec 20 21:39:08 UTC 2025","failed","Sat Dec 20 21:40:13 UTC 2025","","iteration2.ui.TransferTest","iteration2.ui.TransferTest","userCanTransferMoneyBetweenHisOwnAccountsTest"
"","7793","Admin user can create new user with correct data. Positive alert. User added in user list on UI. API return all users","","Sat Dec 20 21:38:55 UTC 2025","passed","Sat Dec 20 21:39:03 UTC 2025","","iteration1.ui.CreateUserTest","iteration1.ui.CreateUserTest","adminCanCreateUserTest"
"","4295","userCantDepositWrongAmountTest(double, String) [1] wrongBalance=0, errorMessage=Invalid account or amount","","Sat Dec 20 21:39:05 UTC 2025","passed","Sat Dec 20 21:39:10 UTC 2025","","iteration2.api.DepositTest","iteration2.api.DepositTest","userCantDepositWrongAmountTest"
"","73384","User can change his name","","Sat Dec 20 21:38:59 UTC 2025","failed","Sat Dec 20 21:40:12 UTC 2025","","iteration2.ui.UpdateCustomerProfileTest","iteration2.ui.UpdateCustomerProfileTest","userCanChangeHisNameTest"
"","13714","userCantDepositMoneyOnDifferentUserAccountTest()","","Sat Dec 20 21:38:55 UTC 2025","passed","Sat Dec 20 21:39:08 UTC 2025","","iteration2.api.DepositTest","iteration2.api.DepositTest","userCantDepositMoneyOnDifferentUserAccountTest"
"","891","adminCanNotCreateUserWithCorrectData(String, String, String, String, List) [3] username=abc$, password=Password33$, role=USER, errorKey=username, errorValues=[Username must contain only letters, digits, dashes, underscores, and dots]","","Sat Dec 20 21:39:07 UTC 2025","passed","Sat Dec 20 21:39:08 UTC 2025","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","adminCanNotCreateUserWithCorrectData"
"","13625","userCantTransferWrongAmountOfMoneyTest(double, double, String) [2] amountOfMoneyToDeposit=10.0, amountMoneyToTransfer=-1.0, errorMessage=Invalid transfer: insufficient funds or invalid accounts","","Sat Dec 20 21:38:55 UTC 2025","passed","Sat Dec 20 21:39:08 UTC 2025","","iteration2.api.TransferTest","iteration2.api.TransferTest","userCantTransferWrongAmountOfMoneyTest"
"","6006","userCantUpdateUsernameWithInvalidDataTest(String, String) [2] newName= , errorMessage=Name must contain two words with letters only","","Sat Dec 20 21:38:59 UTC 2025","passed","Sat Dec 20 21:39:05 UTC 2025","","iteration2.api.UpdateCustomerProfileTest","iteration2.api.UpdateCustomerProfileTest","userCantUpdateUsernameWithInvalidDataTest"
"","4195","Admin can login. Admin panel opened. Token saved at local storage","","Sat Dec 20 21:39:01 UTC 2025","passed","Sat Dec 20 21:39:05 UTC 2025","","iteration1.ui.LoginUserTest","iteration1.ui.LoginUserTest","adminCanLoginWithCorrectDataTest"
"","3545","adminCanGenerateAuthTokenTest()","","Sat Dec 20 21:38:55 UTC 2025","passed","Sat Dec 20 21:38:58 UTC 2025","","iteration1.api.LoginUserTest","iteration1.api.LoginUserTest","adminCanGenerateAuthTokenTest"
"","13788","User can't change his name with name with single word","","Sat Dec 20 21:38:55 UTC 2025","passed","Sat Dec 20 21:39:09 UTC 2025","","iteration2.ui.UpdateCustomerProfileTest","iteration2.ui.UpdateCustomerProfileTest","userCantChangeHisNameWithSingleWordTest"
"","3818","userCantUpdateUsernameWithInvalidDataTest(String, String) [3] newName=Kate P!! , errorMessage=Name must contain two words with letters only","","Sat Dec 20 21:39:02 UTC 2025","passed","Sat Dec 20 21:39:06 UTC 2025","","iteration2.api.UpdateCustomerProfileTest","iteration2.api.UpdateCustomerProfileTest","userCantUpdateUsernameWithInvalidDataTest"
"","5215","userCantDepositWrongAmountTest(double, String) [3] wrongBalance=5000.01, errorMessage=Deposit amount exceeds the 5000 limit","","Sat Dec 20 21:39:01 UTC 2025","failed","Sat Dec 20 21:39:06 UTC 2025","","iteration2.api.DepositTest","iteration2.api.DepositTest","userCantDepositWrongAmountTest"
"","672","adminCanNotCreateUserWithCorrectData(String, String, String, String, List) [4] username=abc%, password=Password33$, role=USER, errorKey=username, errorValues=[Username must contain only letters, digits, dashes, underscores, and dots]","","Sat Dec 20 21:39:06 UTC 2025","passed","Sat Dec 20 21:39:06 UTC 2025","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","adminCanNotCreateUserWithCorrectData"
"","4098","userCantTransferWrongAmountOfMoneyTest(double, double, String) [1] amountOfMoneyToDeposit=10.0, amountMoneyToTransfer=0.0, errorMessage=Invalid transfer: insufficient funds or invalid accounts","","Sat Dec 20 21:39:06 UTC 2025","passed","Sat Dec 20 21:39:10 UTC 2025","","iteration2.api.TransferTest","iteration2.api.TransferTest","userCantTransferWrongAmountOfMoneyTest"
"","15985","User can transfer money to another user account","","Sat Dec 20 21:38:55 UTC 2025","failed","Sat Dec 20 21:39:11 UTC 2025","","iteration2.ui.TransferTest","iteration2.ui.TransferTest","userCanTransferMoneyToAnotherUserAccountTest"
"","11060","userCanTransferMoneyOnHisOwnAccountTest()","","Sat Dec 20 21:38:59 UTC 2025","passed","Sat Dec 20 21:39:10 UTC 2025","","iteration2.api.TransferTest","iteration2.api.TransferTest","userCanTransferMoneyOnHisOwnAccountTest"
"","4117","adminCanNotCreateUserWithCorrectData(String, String, String, String, List) [1] username=   , password=Password33$, role=USER, errorKey=username, errorValues=[Username cannot be blank, Username must contain only letters, digits, dashes, underscores, and dots]","","Sat Dec 20 21:39:02 UTC 2025","passed","Sat Dec 20 21:39:06 UTC 2025","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","adminCanNotCreateUserWithCorrectData"
"","4102","userCanGenerateAuthTokenTest()","","Sat Dec 20 21:38:55 UTC 2025","passed","Sat Dec 20 21:38:59 UTC 2025","","iteration1.api.LoginUserTest","iteration1.api.LoginUserTest","userCanGenerateAuthTokenTest"
"","3802","userCantTransferWrongAmountOfMoneyTest(double, double, String) [3] amountOfMoneyToDeposit=10.0, amountMoneyToTransfer=11.0, errorMessage=Invalid transfer: insufficient funds or invalid accounts","","Sat Dec 20 21:39:07 UTC 2025","passed","Sat Dec 20 21:39:10 UTC 2025","","iteration2.api.TransferTest","iteration2.api.TransferTest","userCantTransferWrongAmountOfMoneyTest"
"","67968","Authorized user can create an account. User dashboard opened. User create anew account. Positive alert. API return an account","","Sat Dec 20 21:39:01 UTC 2025","broken","Sat Dec 20 21:40:09 UTC 2025","","iteration1.ui.CreateAccountTest","iteration1.ui.CreateAccountTest","userCanCreateAccountTest"
