"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6383","userCanCreateAccountTest()","","Sat Dec 20 21:02:44 UTC 2025","passed","Sat Dec 20 21:02:50 UTC 2025","","iteration1.api.CreateAccountTest","iteration1.api.CreateAccountTest","userCanCreateAccountTest"
"","1752","userCanGenerateAuthTokenTest()","","Sat Dec 20 21:02:48 UTC 2025","passed","Sat Dec 20 21:02:50 UTC 2025","","iteration1.api.LoginUserTest","iteration1.api.LoginUserTest","userCanGenerateAuthTokenTest"
"","815","adminCanNotCreateUserWithCorrectData(String, String, String, String, List) [4] username=abc%, password=Password33$, role=USER, errorKey=username, errorValues=[Username must contain only letters, digits, dashes, underscores, and dots]","","Sat Dec 20 21:02:55 UTC 2025","passed","Sat Dec 20 21:02:56 UTC 2025","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","adminCanNotCreateUserWithCorrectData"
"","8528","adminCantDeleteNonExistentUser()","","Sat Dec 20 21:02:44 UTC 2025","failed","Sat Dec 20 21:02:53 UTC 2025","","iteration2.api.UserManagementTest","iteration2.api.UserManagementTest","adminCantDeleteNonExistentUser"
"","4742","userCanDepositMoneyOnHisOwnAccountTest()","","Sat Dec 20 21:02:56 UTC 2025","passed","Sat Dec 20 21:03:01 UTC 2025","","iteration2.api.DepositTest","iteration2.api.DepositTest","userCanDepositMoneyOnHisOwnAccountTest"
"","13910","User can't change his name with name with single word","","Sat Dec 20 21:02:44 UTC 2025","passed","Sat Dec 20 21:02:58 UTC 2025","","iteration2.ui.UpdateCustomerProfileTest","iteration2.ui.UpdateCustomerProfileTest","userCantChangeHisNameWithSingleWordTest"
"","15481","User can change his name","","Sat Dec 20 21:02:45 UTC 2025","failed","Sat Dec 20 21:03:01 UTC 2025","","iteration2.ui.UpdateCustomerProfileTest","iteration2.ui.UpdateCustomerProfileTest","userCanChangeHisNameTest"
"","9191","Admin user can create new user with correct data. Positive alert. User added in user list on UI. API return all users","","Sat Dec 20 21:02:44 UTC 2025","passed","Sat Dec 20 21:02:53 UTC 2025","","iteration1.ui.CreateUserTest","iteration1.ui.CreateUserTest","adminCanCreateUserTest"
"","7886","userCanTransferMoneyOnAnotherUserAccountTest()","","Sat Dec 20 21:02:54 UTC 2025","passed","Sat Dec 20 21:03:02 UTC 2025","","iteration2.api.TransferTest","iteration2.api.TransferTest","userCanTransferMoneyOnAnotherUserAccountTest"
"","4762","Admin can't create new user with incorrect data. Negative alert. User not added in user list on UI. API return all users without wrong one","","Sat Dec 20 21:02:53 UTC 2025","passed","Sat Dec 20 21:02:58 UTC 2025","","iteration1.ui.CreateUserTest","iteration1.ui.CreateUserTest","adminCantCreateUserWithIncorrectDataTest"
"","4069","userCantDepositWrongAmountTest(double, String) [2] wrongBalance=-1, errorMessage=Invalid account or amount","","Sat Dec 20 21:02:57 UTC 2025","passed","Sat Dec 20 21:03:01 UTC 2025","","iteration2.api.DepositTest","iteration2.api.DepositTest","userCantDepositWrongAmountTest"
