"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7556","userCanTransferMoneyOnAnotherUserAccountTest()","","Sat Jan 03 00:27:42 UTC 2026","passed","Sat Jan 03 00:27:49 UTC 2026","","iteration2.api.TransferTest","iteration2.api.TransferTest","userCanTransferMoneyOnAnotherUserAccountTest"
"","454","adminCanNotCreateUserWithCorrectData(String, String, String, String, List) [3] username=abc$, password=Password33$, role=USER, errorKey=username, errorValues=[Username must contain only letters, digits, dashes, underscores, and dots]","","Sat Jan 03 00:27:46 UTC 2026","passed","Sat Jan 03 00:27:46 UTC 2026","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","adminCanNotCreateUserWithCorrectData"
"","3815","userCantUpdateUsernameWithInvalidDataTest(String, String) [2] newName= , errorMessage=Name must contain two words with letters only","","Sat Jan 03 00:27:40 UTC 2026","passed","Sat Jan 03 00:27:43 UTC 2026","","iteration2.api.UpdateCustomerProfileTest","iteration2.api.UpdateCustomerProfileTest","userCantUpdateUsernameWithInvalidDataTest"
"","6661","adminCanDeleteUserById()","","Sat Jan 03 00:27:33 UTC 2026","passed","Sat Jan 03 00:27:40 UTC 2026","","iteration2.api.UserManagementTest","iteration2.api.UserManagementTest","adminCanDeleteUserById"
"","8656","Admin user can create new user with correct data. Positive alert. User added in user list on UI. API return all users","","Sat Jan 03 00:27:33 UTC 2026","passed","Sat Jan 03 00:27:42 UTC 2026","","iteration1.ui.CreateUserTest","iteration1.ui.CreateUserTest","adminCanCreateUserTest"
"","4874","Admin can't create new user with incorrect data. Negative alert. User not added in user list on UI. API return all users without wrong one","","Sat Jan 03 00:27:42 UTC 2026","passed","Sat Jan 03 00:27:46 UTC 2026","","iteration1.ui.CreateUserTest","iteration1.ui.CreateUserTest","adminCantCreateUserWithIncorrectDataTest"
"","869","adminCanNotCreateUserWithCorrectData(String, String, String, String, List) [2] username=ab, password=Password33$, role=USER, errorKey=username, errorValues=[Username must be between 3 and 15 characters]","","Sat Jan 03 00:27:45 UTC 2026","passed","Sat Jan 03 00:27:46 UTC 2026","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","adminCanNotCreateUserWithCorrectData"
"","71812","User can transfer money between his own accounts","","Sat Jan 03 00:27:39 UTC 2026","failed","Sat Jan 03 00:28:51 UTC 2026","","iteration2.ui.TransferTest","iteration2.ui.TransferTest","userCanTransferMoneyBetweenHisOwnAccountsTest"
"","90918","User can login. User panel opened. Token saved at local storage","","Sat Jan 03 00:27:46 UTC 2026","broken","Sat Jan 03 00:29:17 UTC 2026","","iteration1.ui.LoginUserTest","iteration1.ui.LoginUserTest","userCanLoginWithCorrectDataTest"
"","4015","userCantUpdateUsernameWithInvalidDataTest(String, String) [3] newName=Kate P!! , errorMessage=Name must contain two words with letters only","","Sat Jan 03 00:27:42 UTC 2026","passed","Sat Jan 03 00:27:46 UTC 2026","","iteration2.api.UpdateCustomerProfileTest","iteration2.api.UpdateCustomerProfileTest","userCantUpdateUsernameWithInvalidDataTest"
"","15605","User can transfer money to another user account","","Sat Jan 03 00:27:33 UTC 2026","failed","Sat Jan 03 00:27:49 UTC 2026","","iteration2.ui.TransferTest","iteration2.ui.TransferTest","userCanTransferMoneyToAnotherUserAccountTest"
"","2940","userCantDepositWrongAmountTest(double, String) [2] wrongBalance=-1, errorMessage=Invalid account or amount","","Sat Jan 03 00:27:46 UTC 2026","passed","Sat Jan 03 00:27:49 UTC 2026","","iteration2.api.DepositTest","iteration2.api.DepositTest","userCantDepositWrongAmountTest"
"","715","adminCanNotCreateUserWithCorrectData(String, String, String, String, List) [4] username=abc%, password=Password33$, role=USER, errorKey=username, errorValues=[Username must contain only letters, digits, dashes, underscores, and dots]","","Sat Jan 03 00:27:45 UTC 2026","passed","Sat Jan 03 00:27:46 UTC 2026","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","adminCanNotCreateUserWithCorrectData"
"","14819","User can't change his name with name with single word","","Sat Jan 03 00:27:33 UTC 2026","passed","Sat Jan 03 00:27:48 UTC 2026","","iteration2.ui.UpdateCustomerProfileTest","iteration2.ui.UpdateCustomerProfileTest","userCantChangeHisNameWithSingleWordTest"
"","3298","userCanDepositMoneyOnHisOwnAccountTest()","","Sat Jan 03 00:27:46 UTC 2026","passed","Sat Jan 03 00:27:49 UTC 2026","","iteration2.api.DepositTest","iteration2.api.DepositTest","userCanDepositMoneyOnHisOwnAccountTest"
"","4112","adminCanGenerateAuthTokenTest()","","Sat Jan 03 00:27:33 UTC 2026","passed","Sat Jan 03 00:27:37 UTC 2026","","iteration1.api.LoginUserTest","iteration1.api.LoginUserTest","adminCanGenerateAuthTokenTest"
"","71627","Authorized user can create an account. User dashboard opened. User create anew account. Positive alert. API return an account","","Sat Jan 03 00:27:40 UTC 2026","failed","Sat Jan 03 00:28:51 UTC 2026","","iteration1.ui.CreateAccountTest","iteration1.ui.CreateAccountTest","userCanCreateAccountTest"
"","4667","adminCanNotCreateUserWithCorrectData(String, String, String, String, List) [1] username=   , password=Password33$, role=USER, errorKey=username, errorValues=[Username cannot be blank, Username must contain only letters, digits, dashes, underscores, and dots]","","Sat Jan 03 00:27:41 UTC 2026","passed","Sat Jan 03 00:27:45 UTC 2026","","iteration1.api.CreateUserTest","iteration1.api.CreateUserTest","adminCanNotCreateUserWithCorrectData"
"","4959","userCantUpdateUsernameWithInvalidDataTest(String, String) [1] newName=Kate, errorMessage=Name must contain two words with letters only","","Sat Jan 03 00:27:38 UTC 2026","passed","Sat Jan 03 00:27:43 UTC 2026","","iteration2.api.UpdateCustomerProfileTest","iteration2.api.UpdateCustomerProfileTest","userCantUpdateUsernameWithInvalidDataTest"
"","8861","customerCanChangeHisUsernameTest()","","Sat Jan 03 00:27:33 UTC 2026","passed","Sat Jan 03 00:27:42 UTC 2026","","iteration2.api.UpdateCustomerProfileTest","iteration2.api.UpdateCustomerProfileTest","customerCanChangeHisUsernameTest"
"","68806","User can't deposit 0 or -1 amount of money on deposit","","Sat Jan 03 00:27:43 UTC 2026","passed","Sat Jan 03 00:28:52 UTC 2026","","iteration2.ui.DepositTest","iteration2.ui.DepositTest","userCantDepositMoneyOnHisOwnAccountTest"
"","10778","userCanTransferMoneyOnHisOwnAccountTest()","","Sat Jan 03 00:27:37 UTC 2026","passed","Sat Jan 03 00:27:48 UTC 2026","","iteration2.api.TransferTest","iteration2.api.TransferTest","userCanTransferMoneyOnHisOwnAccountTest"
"","5217","userCantDepositWrongAmountTest(double, String) [3] wrongBalance=5000.01, errorMessage=Deposit amount exceeds the 5000 limit","","Sat Jan 03 00:27:39 UTC 2026","failed","Sat Jan 03 00:27:44 UTC 2026","","iteration2.api.DepositTest","iteration2.api.DepositTest","userCantDepositWrongAmountTest"
"","13250","userCantTransferWrongAmountOfMoneyTest(double, double, String) [2] amountOfMoneyToDeposit=10.0, amountMoneyToTransfer=-1.0, errorMessage=Invalid transfer: insufficient funds or invalid accounts","","Sat Jan 03 00:27:33 UTC 2026","passed","Sat Jan 03 00:27:46 UTC 2026","","iteration2.api.TransferTest","iteration2.api.TransferTest","userCantTransferWrongAmountOfMoneyTest"
"","14868","User can change his name","","Sat Jan 03 00:27:34 UTC 2026","failed","Sat Jan 03 00:27:49 UTC 2026","","iteration2.ui.UpdateCustomerProfileTest","iteration2.ui.UpdateCustomerProfileTest","userCanChangeHisNameTest"
"","70703","User can't transfer more then current deposit","","Sat Jan 03 00:27:37 UTC 2026","passed","Sat Jan 03 00:28:48 UTC 2026","","iteration2.ui.TransferTest","iteration2.ui.TransferTest","userCantTransferMoreThanCurrentDepositTest"
"","3444","userCantTransferWrongAmountOfMoneyTest(double, double, String) [3] amountOfMoneyToDeposit=10.0, amountMoneyToTransfer=11.0, errorMessage=Invalid transfer: insufficient funds or invalid accounts","","Sat Jan 03 00:27:46 UTC 2026","passed","Sat Jan 03 00:27:49 UTC 2026","","iteration2.api.TransferTest","iteration2.api.TransferTest","userCantTransferWrongAmountOfMoneyTest"
